,edge_list
1155,"V24977,V3856"
1156,"V14776,V29647"
1157,"V20883,V41899"
1158,"V38324,V20403"
1159,"V2381,V17828"
1160,"V2993,V32849"
1161,"V20591,V51145"
1162,"V1032,V52072"
1163,"V47357,V50164"
1164,"V54538,V49340"
1165,"V16449,V17176"
1166,"V50163,V42888"
1167,"V36561,V36540"
1168,"V28902,V14890"
1169,"V27062,V2381"
1170,"V34885,V9179"
1171,"V28281,V8094"
1172,"V2993,V20954"
1173,"V20165,V21046"
1174,"V40724,V18978"
1175,"V19776,V24055"
1176,"V50232,V38321"
1177,"V51235,V4306"
1178,"V17518,V18944"
1179,"V12365,V49375"
1180,"V21833,V14095"
1181,"V11821,V11845"
1182,"V32277,V49901"
1183,"V35365,V28238"
1184,"V38314,V18213"
1185,"V53209,V51930"
1186,"V51218,V32769"
1187,"V32291,V41782"
1188,"V30212,V12622"
1189,"V4356,V23879"
1190,"V2879,V2401"
1191,"V50114,V39118"
1192,"V5901,V33877"
1193,"V24551,V15011"
1194,"V33876,V36561"
1195,"V45922,V11831"
1196,"V34996,V11831"
1197,"V24052,V23958"
1198,"V46624,V22138"
1199,"V35072,V17647"
1200,"V10358,V12354"
1201,"V49969,V50884"
1202,"V3590,V52074"
1203,"V2138,V2146"
1204,"V34355,V32183"
1205,"V36565,V55777"
1206,"V33955,V33936"
1207,"V24956,V49997"
1208,"V10414,V10399"
1209,"V33303,V21910"
1210,"V54101,V24328"
1211,"V52378,V11831"
1212,"V23446,V23967"
1213,"V54869,V11820"
1214,"V21915,V21832"
1215,"V10650,V2388"
1216,"V29131,V46932"
1217,"V24028,V6670"
1218,"V18960,V18971"
1219,"V23761,V34967"
1220,"V42541,V42467"
1221,"V42941,V14085"
1222,"V9005,V9032"
1223,"V28879,V4968"
1224,"V19669,V19707"
1225,"V52361,V52194"
1226,"V32272,V28142"
1227,"V43694,V52430"
1228,"V51387,V39119"
1229,"V22204,V51197"
1230,"V33121,V11820"
1231,"V22330,V22137"
1232,"V39829,V5805"
1233,"V10908,V10916"
1234,"V40548,V44577"
1235,"V33245,V9897"
1236,"V12431,V2850"
1237,"V51705,V54847"
1238,"V9763,V26886"
1239,"V20605,V34974"
1240,"V32637,V41182"
1241,"V25475,V54095"
1242,"V51261,V51462"
1243,"V20743,V17677"
1244,"V53099,V36108"
1245,"V34914,V52268"
1246,"V10584,V54869"
1247,"V12276,V22258"
1248,"V21551,V34912"
1249,"V55236,V55209"
1250,"V18388,V34040"
1251,"V31379,V9954"
1252,"V41840,V39749"
1253,"V55094,V10443"
1254,"V9899,V9914"
1255,"V440,V294"
1256,"V12364,V19175"
1257,"V32316,V49971"
1258,"V26945,V33876"
1259,"V50164,V50172"
1260,"V51376,V51404"
1261,"V51132,V24551"
1262,"V25984,V24244"
1263,"V51136,V46815"
1264,"V24131,V52309"
1265,"V40858,V55208"
1266,"V28140,V39723"
1267,"V51218,V433"
1268,"V38311,V38257"
1269,"V14479,V42761"
1270,"V43369,V8369"
1271,"V33494,V23310"
1272,"V16529,V54332"
1273,"V24418,V16535"
1274,"V47497,V54447"
1275,"V11886,V11853"
1276,"V42397,V50216"
1277,"V11829,V16907"
1278,"V40909,V41011"
1279,"V13157,V25636"
1280,"V2961,V3013"
1281,"V42312,V22103"
1282,"V51228,V10569"
1283,"V29131,V38105"
1284,"V40204,V40217"
1285,"V22105,V16536"
1286,"V31820,V54869"
1287,"V39116,V2388"
1288,"V35782,V39100"
1289,"V9294,V18991"
1290,"V51203,V51107"
1291,"V18453,V18418"
1292,"V11853,V46817"
1293,"V34125,V28142"
1294,"V34887,V29505"
1295,"V9897,V52538"
1296,"V40800,V40769"
1297,"V14095,V18101"
1298,"V16907,V37021"
1299,"V50164,V27012"
1300,"V118,V135"
1301,"V49573,V16554"
1302,"V31463,V43861"
1303,"V32271,V8356"
1304,"V2167,V2160"
1305,"V45507,V38260"
1306,"V1827,V7608"
1307,"V34248,V40230"
1308,"V32173,V33689"
1309,"V2587,V29998"
1310,"V54089,V42748"
1311,"V127,V11830"
1312,"V11854,V36548"
1313,"V19834,V33319"
1314,"V54094,V26886"
1315,"V34974,V29131"
1316,"V11219,V28142"
1317,"V16680,V44375"
1318,"V21046,V55682"
1319,"V40708,V461"
1320,"V24156,V9513"
1321,"V34116,V16608"
1322,"V48019,V18943"
1323,"V9610,V10959"
1324,"V52359,V52326"
1325,"V21129,V9401"
1326,"V29841,V28550"
1327,"V4191,V2973"
1328,"V52044,V38391"
1329,"V53252,V41012"
1330,"V49732,V22339"
1331,"V33679,V7143"
1332,"V55208,V34314"
1333,"V53528,V31355"
1334,"V36998,V32183"
1335,"V12354,V39691"
1336,"V18417,V10330"
1337,"V11105,V15568"
1338,"V32754,V53257"
1339,"V40602,V42442"
1340,"V54847,V51686"
1341,"V28834,V30252"
1342,"V28276,V10094"
1343,"V13977,V12427"
1344,"V12798,V11813"
1345,"V22091,V53206"
1346,"V33696,V33811"
1347,"V25424,V32278"
1348,"V11810,V43203"
1349,"V53252,V28561"
1350,"V46817,V49780"
1351,"V50155,V55203"
1352,"V40751,V2362"
1353,"V53227,V53205"
1354,"V16608,V53205"
1355,"V52261,V52218"
1356,"V16908,V9220"
1357,"V10755,V38310"
1358,"V49411,V14170"
1359,"V21152,V22670"
1360,"V41756,V40938"
1361,"V9617,V52146"
1362,"V18457,V15787"
1363,"V52429,V10867"
1364,"V51249,V9995"
1365,"V27289,V51164"
1366,"V42060,V53209"
1367,"V52852,V14811"
1368,"V52430,V39122"
1369,"V35532,V35607"
1370,"V34293,V12434"
1371,"V55472,V17558"
1372,"V54101,V24113"
1373,"V1053,V39706"
1374,"V10658,V15760"
1375,"V9378,V54492"
1376,"V2838,V2830"
1377,"V16553,V12313"
1378,"V34068,V10042"
1379,"V20397,V52779"
1380,"V40313,V16393"
1381,"V24949,V3654"
1382,"V49343,V52052"
1383,"V30880,V52559"
1384,"V9923,V39227"
1385,"V39109,V39434"
1386,"V41753,V39118"
1387,"V39105,V50360"
1388,"V18384,V3408"
1389,"V11840,V2901"
1390,"V32183,V36389"
1391,"V24920,V51222"
1392,"V2146,V612"
1393,"V41757,V22771"
1394,"V52052,V52825"
1395,"V9300,V38326"
1396,"V51203,V4573"
1397,"V10721,V16996"
1398,"V9682,V19119"
1399,"V10019,V22663"
1400,"V34403,V42541"
1401,"V11904,V11841"
1402,"V41730,V41751"
1403,"V5820,V5804"
1404,"V9304,V9728"
1405,"V9272,V9325"
1406,"V34406,V34342"
1407,"V9617,V33482"
1408,"V11208,V28619"
1409,"V48305,V42181"
1410,"V26556,V53258"
1411,"V39104,V38016"
1412,"V33935,V41750"
1413,"V54144,V38082"
1414,"V14495,V14776"
1415,"V36700,V35275"
1416,"V10001,V10018"
1417,"V39093,V2995"
1418,"V24129,V1132"
1419,"V16535,V9748"
1420,"V52590,V39837"
1421,"V32272,V14084"
1422,"V35704,V38850"
1423,"V52262,V20611"
1424,"V33994,V33970"
1425,"V26600,V16680"
1426,"V53316,V963"
1427,"V55126,V55147"
1428,"V9296,V12648"
1429,"V52822,V54567"
1430,"V13613,V40511"
1431,"V2145,V247"
1432,"V45387,V53210"
1433,"V31475,V9659"
1434,"V34913,V21729"
1435,"V33313,V44136"
1436,"V14720,V41755"
1437,"V6024,V10341"
1438,"V16986,V22140"
1439,"V14034,V30438"
1440,"V38326,V38374"
1441,"V14776,V18576"
1442,"V20306,V9273"
1443,"V11820,V19378"
1444,"V33877,V38083"
1445,"V40040,V10852"
1446,"V51389,V51376"
1447,"V11062,V11210"
1448,"V13416,V14098"
1449,"V19939,V32272"
1450,"V14659,V12892"
1451,"V49529,V49493"
1452,"V41895,V34068"
1453,"V21117,V47696"
1454,"V40793,V28449"
1455,"V19396,V39414"
1456,"V46817,V15669"
1457,"V28238,V42156"
1458,"V52585,V29602"
1459,"V7907,V44487"
1460,"V16393,V45372"
1461,"V53181,V19768"
1462,"V38326,V5303"
1463,"V48439,V34891"
1464,"V14079,V24074"
1465,"V47437,V25796"
1466,"V2150,V33995"
1467,"V4439,V24517"
1468,"V51395,V11813"
1469,"V2852,V2887"
1470,"V33751,V7907"
1471,"V6256,V39767"
1472,"V26305,V35365"
1473,"V33478,V54102"
1474,"V41897,V14775"
1475,"V19767,V10585"
1476,"V28432,V18279"
1477,"V29494,V42354"
1478,"V34893,V962"
1479,"V51184,V51218"
1480,"V7607,V28143"
1481,"V41777,V41798"
1482,"V9758,V2972"
1483,"V972,V1382"
1484,"V24089,V16588"
1485,"V17009,V17037"
1486,"V50082,V29193"
1487,"V53194,V16465"
1488,"V7630,V51195"
1489,"V24978,V24947"
1490,"V23878,V15797"
1491,"V11992,V15971"
1492,"V39432,V36672"
1493,"V47084,V40290"
1494,"V42147,V49844"
1495,"V48765,V45417"
1496,"V9155,V9097"
1497,"V39629,V34887"
1498,"V55267,V55242"
1499,"V20767,V14792"
1500,"V53284,V51316"
1501,"V51127,V31462"
1502,"V6075,V53257"
1503,"V9916,V9964"
1504,"V16608,V28205"
1505,"V15888,V32161"
1506,"V19214,V53256"
1507,"V45559,V28225"
1508,"V7348,V53249"
1509,"V45558,V45548"
1510,"V41886,V54814"
1511,"V36286,V9273"
1512,"V52091,V52076"
1513,"V32210,V36406"
1514,"V51195,V43696"
1515,"V34993,V25928"
1516,"V38082,V38170"
1517,"V24596,V49901"
1518,"V9262,V9760"
1519,"V31375,V11401"
1520,"V52823,V53194"
1521,"V51229,V45345"
1522,"V54091,V52822"
1523,"V53230,V52370"
1524,"V10327,V17089"
1525,"V22137,V22146"
1526,"V51183,V9274"
1527,"V12427,V39104"
1528,"V30583,V30594"
1529,"V2401,V2900"
1530,"V44487,V8656"
1531,"V28448,V21131"
1532,"V26912,V46977"
1533,"V51134,V28110"
1534,"V17244,V9292"
1535,"V32183,V34064"
1536,"V49339,V19037"
1537,"V38220,V38015"
1538,"V24947,V51199"
1539,"V53228,V51199"
1540,"V20396,V20407"
1541,"V9755,V10522"
1542,"V6616,V30674"
1543,"V24935,V28475"
1544,"V33999,V51196"
1545,"V10018,V43148"
1546,"V51097,V9748"
1547,"V9750,V9720"
1548,"V37225,V10140"
1549,"V11825,V54954"
1550,"V10712,V10720"
1551,"V15172,V27061"
1552,"V24745,V11013"
1553,"V20011,V19770"
1554,"V16461,V31463"
1555,"V2855,V17609"
1556,"V21047,V15477"
1557,"V16157,V16906"
1558,"V29341,V53624"
1559,"V41750,V22139"
1560,"V28476,V51048"
1561,"V10710,V30996"
1562,"V52062,V52091"
1563,"V9913,V9904"
1564,"V54850,V55111"
1565,"V4465,V35393"
1566,"V34963,V14097"
1567,"V39658,V6464"
1568,"V1261,V7143"
1569,"V51681,V51200"
1570,"V31383,V28602"
1571,"V54856,V54869"
1572,"V52432,V32273"
1573,"V3671,V27526"
1574,"V28237,V48308"
1575,"V9316,V55787"
1576,"V22046,V25765"
1577,"V52074,V4082"
1578,"V38082,V22150"
1579,"V39912,V39837"
1580,"V34955,V34914"
1581,"V9717,V9738"
1582,"V49955,V32159"
1583,"V51153,V41755"
1584,"V33936,V8085"
1585,"V35252,V54128"
1586,"V736,V459"
1587,"V34914,V39661"
1588,"V53251,V24026"
1589,"V36691,V963"
1590,"V2361,V43419"
1591,"V22140,V9342"
1592,"V32178,V35167"
1593,"V40231,V32183"
1594,"V51217,V43740"
1595,"V54102,V16973"
1596,"V10018,V10361"
1597,"V48308,V48328"
1598,"V22099,V22140"
1599,"V48758,V10254"
1600,"V9716,V7427"
1601,"V9400,V9383"
1602,"V53194,V29920"
1603,"V22468,V37064"
1604,"V51236,V23751"
1605,"V54870,V1261"
1606,"V17685,V40721"
1607,"V5805,V11101"
1608,"V23170,V52091"
1609,"V43701,V16554"
1610,"V33934,V10261"
1611,"V40195,V35704"
1612,"V39625,V49749"
1613,"V20220,V52197"
1614,"V24551,V27275"
1615,"V11452,V46816"
1616,"V25533,V461"
1617,"V23231,V16588"
1618,"V54869,V2181"
1619,"V10651,V41405"
1620,"V46816,V37763"
1621,"V2216,V2587"
1622,"V22079,V22234"
1623,"V9987,V10036"
1624,"V53219,V9935"
1625,"V37163,V50874"
1626,"V32272,V49945"
1627,"V51222,V34041"
1628,"V19737,V24406"
1629,"V32175,V50086"
1630,"V20396,V31597"
1631,"V49739,V33797"
1632,"V3570,V11809"
1633,"V22140,V22292"
1634,"V37332,V48324"
1635,"V48736,V29132"
1636,"V32155,V1551"
1637,"V15419,V49341"
1638,"V9717,V51988"
1639,"V462,V43220"
1640,"V33693,V39496"
1641,"V53686,V35580"
1642,"V11149,V17783"
1643,"V32173,V23544"
1644,"V37798,V14095"
1645,"V40048,V4464"
1646,"V40618,V49732"
1647,"V51378,V51242"
1648,"V53206,V8719"
1649,"V52218,V46435"
1650,"V55582,V35704"
1651,"V42128,V49900"
1652,"V51196,V39667"
1653,"V33861,V9296"
1654,"V51228,V53432"
1655,"V10522,V9140"
1656,"V12007,V45281"
1657,"V2273,V119"
1658,"V9025,V9385"
1659,"V36180,V2149"
1660,"V39572,V38325"
1661,"V16449,V10261"
1662,"V51638,V10019"
1663,"V226,V509"
1664,"V10007,V10020"
1665,"V53217,V53249"
1666,"V18704,V326"
1667,"V53224,V972"
1668,"V55144,V42151"
1669,"V32,V22123"
1670,"V37751,V28814"
1671,"V51235,V51185"
1672,"V34061,V36562"
1673,"V39422,V41755"
1674,"V18948,V2167"
1675,"V43236,V4463"
1676,"V53182,V51133"
1677,"V44726,V33959"
1678,"V39110,V52622"
1679,"V641,V5805"
1680,"V23771,V52575"
1681,"V40765,V34253"
1682,"V45910,V53264"
1683,"V10173,V43405"
1684,"V51386,V4356"
1685,"V51203,V51235"
1686,"V50093,V53245"
1687,"V8955,V9292"
1688,"V50165,V1182"
1689,"V28138,V13994"
1690,"V33954,V33933"
1691,"V19558,V9268"
1692,"V32286,V50187"
1693,"V3260,V36700"
1694,"V53205,V10452"
1695,"V51184,V21117"
1696,"V9716,V14892"
1697,"V25364,V5806"
1698,"V33778,V48924"
1699,"V52091,V52154"
1700,"V33875,V42745"
1701,"V50330,V790"
1702,"V40809,V40793"
1703,"V52314,V52261"
1704,"V38214,V28239"
1705,"V29500,V9760"
1706,"V15174,V36702"
1707,"V11830,V17991"
1708,"V11813,V11785"
1709,"V44608,V44634"
1710,"V9618,V53474"
1711,"V55751,V28602"
1712,"V32183,V35703"
1713,"V52653,V9869"
1714,"V2853,V55756"
1715,"V43350,V10261"
1716,"V24551,V3599"
1717,"V7143,V24028"
1718,"V48328,V48381"
1719,"V18418,V18406"
1720,"V3625,V21132"
1721,"V17606,V12361"
1722,"V54868,V20153"
1723,"V52344,V33811"
1724,"V53295,V53603"
1725,"V12430,V33905"
1726,"V55266,V43767"
1727,"V22460,V34063"
1728,"V37019,V2281"
1729,"V47518,V185"
1730,"V33811,V33748"
1731,"V11266,V54096"
1732,"V39100,V42686"
1733,"V11848,V10012"
1734,"V43772,V31464"
1735,"V32272,V1888"
1736,"V51201,V5490"
1737,"V53276,V25815"
1738,"V2686,V33468"
1739,"V4389,V38059"
1740,"V34891,V51740"
1741,"V51208,V10919"
1742,"V324,V12438"
1743,"V55220,V52195"
1744,"V32184,V13463"
1745,"V24953,V46815"
1746,"V42415,V5804"
1747,"V9635,V9618"
1748,"V18942,V52435"
1749,"V52822,V15557"
1750,"V35746,V35759"
1751,"V35365,V35728"
1752,"V14783,V19705"
1753,"V8266,V9959"
1754,"V21464,V41898"
1755,"V42967,V50163"
1756,"V34202,V33792"
1757,"V10018,V37152"
1758,"V20437,V51377"
1759,"V33695,V51030"
1760,"V39762,V24223"
1761,"V34038,V34194"
1762,"V54870,V29622"
1763,"V10721,V22243"
1764,"V9253,V42147"
1765,"V52218,V52232"
1766,"V54999,V43672"
1767,"V24366,V34245"
1768,"V51133,V31928"
1769,"V41767,V41792"
1770,"V13802,V37021"
1771,"V1557,V25701"
1772,"V42971,V10357"
1773,"V41385,V12430"
1774,"V498,V15582"
1775,"V32282,V32291"
1776,"V21128,V52582"
1777,"V52463,V52489"
1778,"V34030,V14872"
1779,"V21116,V34351"
1780,"V50253,V13474"
1781,"V9266,V9296"
1782,"V48309,V47565"
1783,"V35106,V39534"
1784,"V16832,V21431"
1785,"V1558,V7907"
1786,"V26053,V51375"
1787,"V11210,V37465"
1788,"V28238,V38913"
1789,"V38039,V25658"
1790,"V46182,V35034"
1791,"V14876,V10740"
1792,"V10551,V17078"
1793,"V9717,V9683"
1794,"V34890,V45972"
1795,"V20609,V50232"
1796,"V42311,V520"
1797,"V51199,V51164"
1798,"V40601,V34062"
1799,"V34885,V34846"
1800,"V18343,V18256"
1801,"V12897,V32171"
1802,"V22685,V41752"
1803,"V11809,V6664"
1804,"V32268,V41753"
1805,"V11830,V22244"
1806,"V29579,V9574"
1807,"V42780,V18458"
1808,"V11278,V22138"
1809,"V17579,V54385"
1810,"V23759,V32275"
1811,"V52072,V16470"
1812,"V7883,V42729"
1813,"V51854,V2853"
1814,"V9385,V48963"
1815,"V10126,V40800"
1816,"V43551,V50164"
1817,"V48852,V54077"
1818,"V6144,V34912"
1819,"V34626,V32184"
1820,"V3162,V15569"
1821,"V32182,V2243"
1822,"V22781,V16554"
1823,"V12826,V18946"
1824,"V38815,V9755"
1825,"V40787,V11908"
1826,"V7906,V1970"
1827,"V7609,V11819"
1828,"V4465,V11210"
1829,"V49551,V43842"
1830,"V16533,V11980"
1831,"V9748,V16535"
1832,"V32172,V19738"
1833,"V4356,V16550"
1834,"V14171,V44076"
1835,"V2856,V4059"
1836,"V11884,V11775"
1837,"V7538,V9401"
1838,"V12740,V19263"
1839,"V10918,V10009"
1840,"V20012,V50165"
1841,"V55079,V24947"
1842,"V16607,V40190"
1843,"V32281,V16588"
1844,"V36560,V13405"
1845,"V10094,V50214"
1846,"V9267,V2402"
1847,"V51198,V42723"
1848,"V34244,V32296"
1849,"V34838,V46228"
1850,"V11817,V25013"
1851,"V51132,V16196"
1852,"V41720,V34025"
1853,"V11853,V31629"
1854,"V10036,V10091"
1855,"V39396,V49731"
1856,"V35736,V28915"
1857,"V32283,V32268"
1858,"V54869,V38332"
1859,"V21131,V21070"
1860,"V49339,V19046"
1861,"V34404,V791"
1862,"V11842,V11875"
1863,"V24894,V7907"
1864,"V40759,V40844"
1865,"V17628,V30750"
1866,"V11841,V34945"
1867,"V33965,V29130"
1868,"V34337,V52367"
1869,"V21848,V44344"
1870,"V5825,V31244"
1871,"V35167,V612"
1872,"V16908,V23241"
1873,"V52802,V32281"
1874,"V1827,V42833"
1875,"V51103,V16394"
1876,"V52888,V51133"
1877,"V39615,V32291"
1878,"V35737,V52099"
1879,"V33936,V32183"
1880,"V25659,V49402"
1881,"V17640,V42149"
1882,"V8828,V42378"
1883,"V11905,V33959"
1884,"V31728,V14856"
1885,"V21697,V55395"
1886,"V33301,V35409"
1887,"V28394,V33936"
1888,"V40687,V53194"
1889,"V15025,V36701"
1890,"V17613,V9518"
1891,"V35315,V25646"
1892,"V28995,V29133"
1893,"V53040,V48994"
1894,"V4448,V4439"
1895,"V25766,V28137"
1896,"V12399,V53264"
1897,"V47814,V53054"
1898,"V11789,V34202"
1899,"V24914,V37575"
1900,"V49509,V12435"
1901,"V32288,V32340"
1902,"V40768,V32179"
1903,"V10663,V10679"
1904,"V17699,V28602"
1905,"V15288,V2527"
1906,"V26456,V3670"
1907,"V11820,V11839"
1908,"V21068,V38083"
1909,"V41896,V30852"
1910,"V9753,V49629"
1911,"V55143,V39374"
1912,"V11840,V48537"
1913,"V30106,V18979"
1914,"V9295,V13736"
1915,"V53265,V14087"
1916,"V20993,V34246"
1917,"V29261,V54964"
1918,"V36330,V14853"
1919,"V22142,V2795"
1920,"V53492,V52091"
1921,"V39100,V36352"
1922,"V11831,V39860"
1923,"V38181,V38023"
1924,"V6434,V51145"
1925,"V9912,V38105"
1926,"V30791,V54101"
1927,"V22345,V3658"
1928,"V25766,V34892"
1929,"V29507,V42585"
1930,"V33953,V16902"
1931,"V18963,V18977"
1932,"V24584,V37599"
1933,"V39431,V13000"
1934,"V10442,V10463"
1935,"V37165,V10109"
1936,"V21367,V34189"
1937,"V15071,V53131"
1938,"V9345,V9718"
1939,"V2587,V34839"
1940,"V1280,V19483"
1941,"V20954,V2993"
1942,"V2091,V50083"
1943,"V22156,V22140"
1944,"V15288,V25659"
1945,"V25614,V34890"
1946,"V17618,V21131"
1947,"V47502,V42149"
1948,"V11526,V40796"
1949,"V39463,V3636"
1950,"V9354,V9401"
1951,"V4466,V23520"
1952,"V23180,V38200"
1953,"V50163,V3098"
1954,"V39837,V39827"
1955,"V9509,V45954"
1956,"V43423,V29132"
1957,"V51201,V16714"
1958,"V38832,V4762"
1959,"V18977,V8704"
1960,"V14931,V48306"
1961,"V14444,V40443"
1962,"V51764,V33526"
1963,"V971,V4439"
1964,"V11010,V28479"
1965,"V19680,V40844"
1966,"V39501,V11825"
1967,"V19709,V48305"
1968,"V14072,V54466"
1969,"V51121,V51106"
1970,"V37969,V22139"
1971,"V7732,V7705"
1972,"V40787,V39740"
1973,"V11992,V47046"
1974,"V32178,V11579"
1975,"V9280,V9271"
1976,"V36359,V2146"
1977,"V2905,V46141"
1978,"V22984,V33763"
1979,"V11885,V11811"
1980,"V29960,V55131"
1981,"V12184,V38308"
1982,"V51549,V21132"
1983,"V10160,V187"
1984,"V52092,V48306"
1985,"V22127,V25659"
1986,"V51182,V4968"
1987,"V25729,V24334"
1988,"V15155,V15425"
1989,"V10091,V42503"
1990,"V37032,V14361"
1991,"V54096,V452"
1992,"V54827,V34245"
1993,"V51172,V46525"
1994,"V6027,V16561"
1995,"V51172,V52427"
1996,"V51133,V42505"
1997,"V45507,V34963"
1998,"V52042,V55208"
1999,"V41756,V32169"
2000,"V11771,V19707"
2001,"V20437,V40530"
2002,"V8457,V14879"
2003,"V47939,V51133"
2004,"V49151,V7608"
2005,"V40113,V42780"
2006,"V39431,V39175"
2007,"V45958,V274"
2008,"V9530,V9516"
2009,"V24575,V33585"
2010,"V53324,V22178"
2011,"V20384,V53274"
2012,"V34067,V34404"
2013,"V16782,V16534"
2014,"V30447,V39201"
2015,"V32287,V32301"
2016,"V46142,V14784"
2017,"V40797,V52864"
2018,"V53260,V41900"
2019,"V16657,V51184"
2020,"V10018,V25642"
2021,"V40769,V51682"
2022,"V33956,V33936"
2023,"V51864,V9716"
2024,"V4401,V51182"
2025,"V17268,V42148"
2026,"V955,V45560"
2027,"V42558,V33314"
2028,"V10018,V42942"
2029,"V45709,V35130"
2030,"V5806,V5824"
2031,"V4356,V31376"
2032,"V38037,V1146"
2033,"V186,V12474"
2034,"V32637,V12427"
2035,"V17718,V51119"
2036,"V49780,V33549"
2037,"V9346,V39236"
2038,"V5805,V20410"
2039,"V16908,V10006"
2040,"V20977,V34702"
2041,"V39431,V5195"
2042,"V35302,V50514"
2043,"V53030,V52852"
2044,"V8561,V41852"
2045,"V18666,V2856"
2046,"V52061,V52044"
2047,"V54732,V21131"
2048,"V11076,V32275"
2049,"V12506,V51202"
2050,"V15270,V10487"
2051,"V10018,V9484"
2052,"V51133,V51170"
2053,"V22066,V34974"
2054,"V34890,V52064"
2055,"V4473,V48901"
2056,"V41700,V16906"
2057,"V1479,V2994"
2058,"V16398,V32288"
2059,"V21852,V51236"
2060,"V30909,V24029"
2061,"V24198,V53266"
2062,"V21101,V51378"
2063,"V55203,V2941"
2064,"V27985,V28014"
2065,"V9328,V9552"
2066,"V10091,V9916"
2067,"V16608,V52064"
2068,"V16866,V51145"
2069,"V37022,V150"
2070,"V32387,V39684"
2071,"V48721,V10718"
2072,"V28000,V34917"
2073,"V27426,V38243"
2074,"V55208,V55220"
2075,"V31375,V40825"
2076,"V46138,V46251"
2077,"V9509,V16867"
2078,"V20969,V52527"
2079,"V17716,V34974"
2080,"V51099,V39292"
2081,"V22077,V22115"
2082,"V7709,V38325"
2083,"V54847,V54866"
2084,"V33841,V43695"
2085,"V35853,V30579"
2086,"V12427,V7506"
2087,"V48951,V52196"
2088,"V47853,V41753"
2089,"V52621,V11210"
2090,"V19013,V18948"
2091,"V34190,V16416"
2092,"V10363,V19802"
2093,"V48411,V51133"
2094,"V24058,V27038"
2095,"V24977,V51120"
2096,"V16493,V22138"
2097,"V54567,V33794"
2098,"V10920,V2948"
2099,"V34823,V18944"
2100,"V31434,V8119"
2101,"V42595,V42671"
2102,"V31420,V53210"
2103,"V37145,V26336"
2104,"V8175,V55395"
2105,"V2856,V32573"
2106,"V38303,V19545"
2107,"V53282,V12461"
2108,"V42637,V19483"
2109,"V1970,V11901"
2110,"V10019,V8942"
2111,"V51290,V51333"
2112,"V11830,V3123"
2113,"V52705,V32234"
2114,"V10784,V15179"
2115,"V34202,V34190"
2116,"V15053,V35737"
2117,"V32271,V45082"
2118,"V30671,V39110"
2119,"V47169,V38096"
2120,"V51132,V51208"
2121,"V14776,V24232"
2122,"V33825,V9280"
2123,"V52072,V1032"
2124,"V18721,V45054"
2125,"V40844,V33318"
2126,"V33960,V51088"
2127,"V792,V34258"
2128,"V19626,V19707"
2129,"V9115,V48852"
2130,"V17713,V42601"
2131,"V33688,V34914"
2132,"V791,V2177"
2133,"V53283,V52844"
2134,"V40800,V40780"
2135,"V55551,V7706"
2136,"V21945,V55102"
2137,"V32914,V21762"
2138,"V28602,V40798"
2139,"V14810,V14792"
2140,"V34915,V8140"
2141,"V28962,V51236"
2142,"V39431,V48328"
2143,"V324,V32208"
2144,"V51686,V51663"
2145,"V16450,V14994"
2146,"V50187,V3049"
2147,"V54557,V41895"
2148,"V24551,V8071"
2149,"V40511,V13613"
2150,"V18384,V24109"
2151,"V9292,V16484"
2152,"V23988,V10659"
2153,"V11063,V2782"
2154,"V1194,V11831"
2155,"V15174,V10576"
2156,"V21131,V14888"
2157,"V2388,V17664"
2158,"V53263,V38103"
2159,"V32182,V4273"
2160,"V38000,V54086"
2161,"V47662,V45385"
2162,"V10743,V10763"
2163,"V39667,V46911"
2164,"V24956,V10910"
2165,"V16544,V16513"
2166,"V53264,V53217"
2167,"V8506,V5339"
2168,"V34353,V17648"
2169,"V15178,V20970"
2170,"V2852,V22075"
2171,"V34026,V49782"
2172,"V24329,V25625"
2173,"V36403,V2837"
2174,"V40443,V49593"
2175,"V32456,V42949"
2176,"V14247,V41898"
2177,"V34048,V24109"
2178,"V18971,V11831"
2179,"V10363,V32723"
2180,"V22137,V46322"
2181,"V29843,V4355"
2182,"V25647,V34247"
2183,"V39738,V508"
2184,"V9758,V9766"
2185,"V11284,V11813"
2186,"V14892,V19332"
2187,"V55203,V21101"
2188,"V31008,V39521"
2189,"V9818,V9716"
2190,"V30818,V23077"
2191,"V18939,V25658"
2192,"V9938,V9914"
2193,"V42683,V42780"
2194,"V17722,V22115"
2195,"V82,V17627"
2196,"V18932,V55777"
2197,"V9904,V9913"
2198,"V28827,V20843"
2199,"V10651,V10771"
2200,"V21131,V40294"
2201,"V52429,V14786"
2202,"V9401,V21840"
2203,"V8344,V15558"
2204,"V791,V34404"
2205,"V118,V185"
2206,"V55274,V49340"
2207,"V13379,V14818"
2208,"V34707,V51638"
2209,"V39858,V29961"
2210,"V2844,V2852"
2211,"V11190,V52242"
2212,"V33846,V36945"
2213,"V52072,V10927"
2214,"V9742,V11062"
2215,"V39104,V48735"
2216,"V9346,V26818"
2217,"V49078,V53317"
2218,"V11810,V11853"
2219,"V49554,V53206"
2220,"V51226,V51194"
2221,"V42586,V31575"
2222,"V4419,V51194"
2223,"V52193,V55224"
2224,"V39733,V9292"
2225,"V10796,V22793"
2226,"V16393,V13964"
2227,"V18420,V39847"
2228,"V52195,V43000"
2229,"V5901,V38042"
2230,"V11851,V9747"
2231,"V32291,V21074"
2232,"V19117,V51171"
2233,"V32278,V18028"
